年,月日,データ種別,事柄,終了年,終了月日,地域,詳細レベル,区分,関連国,補足,キーワード,,,,
1494,,10,フランス王シャルル８世、イタリア侵攻。イタリア戦争始まる。,1494,,欧米,1,,仏,,,,,,
1497,6月24日,5,カボット、ニューファンドランドに到達。,1497,,欧米,1,,米:カナダ,,,,,,
1498,5月20日,5,ヴァスコ・ダ・ガマがインドのカリカットに到達。,1498,,欧米,2,,,,,,,,
1498,,5,レオナルド・ダ・ヴィンチ、「最後の晩餐」を描き終える。,1498,,欧米,1,2,伊,,ルネサンス:美術,,,,
1499,,5,スイス、シュヴァーベン戦争で勝利、オーストリアからの事実上の分離・独立達成。,1499,,欧米,1,,瑞:墺,,,,,,
1499,,5,フランス王ルイ１２世、ミラノを攻略。,1499,,欧米,2,,仏,,,,,,
1499,,5,アメリゴ・ヴェスプッチ、この時期に何度か新大陸を探検。,1499,,欧米,2,,,,,,,,
1500,,5,シャイバニがサマルカンドを制圧、シャイバニ朝を建てる。,1500,,アジア,2,,中東,,,,,,
1500,,5,ポルトガルのカブラルがブラジルに到達。,1500,,欧米,1,,葡,,,,,,
1501,,5,サファヴィー教団のイスマーイール１世、イランにサファヴィー朝を興す。,1501,,アジア,1,,中東,,,,,,
1503,,5,ダ・ヴィンチ、『モナ・リザ』制作開始。,1503,,欧米,1,2,,,ルネサンス:美術,,,,
1504,,5,ミケランジェロ、『ダヴィデ像』を制作。,1504,,欧米,1,2,伊,,ルネサンス:美術,,,,
1506,,5,ローマ教皇ユリウス２世、サン・ピエトロ大聖堂の大改修を開始。,1506,,欧米,1,2,伊:ローマ,,ルネサンス:美術:宗教,,,,
1506,,5,雪舟「天橋立図」が完成（～1501年）,1506,,日本,1,2,日本,,美術,,,,
1507,,5,ヴァルトゼーミュラーの世界図、はじめてアメリカ大陸の名で記載。,1507,,欧米,1,,米,,,,,,
1508,,5,王陽明が陽明学を説き始める。,1508,,アジア,1,,中国,,,,,,
1509,2月,5,ポルトガル海軍、ディウ沖の海戦でマムルーク朝エジプトの海軍を破る。,1509,,欧米,1,,葡:エジプト,,,,,,
1510,11,5,ポルトガルのアルブケルケ、インド西岸のゴアを占領。,1510,,欧米,1,,葡,,,,,,
1511,,5,ポルトガル、マラッカ王国を攻撃、マラッカを占領。,1511,,欧米,1,,葡,,,,,,
1512,,5,ミケランジェロ、ユリウス２世の要請でシスティナ礼拝堂天井絵を制作。,1512,,欧米,1,2,伊,,ルネサンス:美術,,,,
1513,,5,マキァヴェリが『君主論』を著作。,1513,,欧米,1,2,,,,,,,
1514,8月,5,チャルディランの戦い。オスマン帝国軍がサファヴィー朝軍を破る。,1514,,アジア,1,,土:オスマン帝国:中東,,,,,,
1515,,5,ポルトガル、ホルムズ島を占領。,1515,,欧米,1,,葡,,,,,,
1515,6月26日,5,フランソワ１世、イタリア戦争の再開を宣言。ミラノを攻略。,1515,,欧米,2,,伊,,,,,,
1516,,5,この頃、イギリスで第一次エンクロージャーが進む。,1516,,欧米,2,,英,,,,,,
1516,,5,トマス・モア、『ユートピア』を発表。,1516,,欧米,1,2,,,,,,,
1516,,5,レオナルド・ダ・ヴィンチ、フランスに赴きフランソワ１世に仕える。,1516,,欧米,2,2,伊,,ルネサンス:美術,,,,
1517,,5,ポルトガルの商人が広州で通商を開始。,1517,,アジア,1,,中国:葡,,,,,,
1517,1月,5,マムルーク朝、オスマン帝国によって滅ぼされる。,1517,,アジア,2,,土:オスマン帝国:中東,,,,,,
1517,10月31日,5,ルター、九十五ヶ条の論題を発表、宗教改革始まる。,1517,,欧米,1,2,,,宗教,,,,
1519,,5,チューリヒでツヴィングリの宗教改革始まる。,1519,,欧米,2,,,,宗教,,,,
1519,6月26日,5,カール５世、神聖ローマ皇帝に選出される。,1519,,欧米,2,,神聖ローマ帝国:独,,,,,,
1519,8月,5,マゼラン、世界周航に出発。,1519,,欧米,1,2,,,,,,,
1520,,5,ラファエロの没。,1520,,欧米,1,2,伊,,ルネサンス,,,,
1520,,5,マゼラン、マゼラン海峡を発見。,1520,,欧米,2,2,,,,,,,
1521,3月,5,マゼラン、フィリピンに到達。,1521,,欧米,2,2,,,,,,,
1521,,5,４/27 マゼラン、ラプラプに殺害される。,1521,,欧米,2,2,,,,,,,
1521,4月,5,皇帝カール５世がヴォルムス帝国議会を召集。,1521,,欧米,2,,神聖ローマ帝国:独,,,,,,
1521,,5,ヴォルムス勅令でルター追放される。,1521,,欧米,2,2,,,宗教,,,,
1521,5月,5,仏王フランソワ１世、イタリアに侵攻。,1521,,欧米,2,,仏:伊,,,,,,
1521,8月,5,コルテスによるアステカ王国の滅亡。,1521,,欧米,2,,南米,,,,,,
1521,,5,ルター、聖書のドイツ語訳。,1521,,欧米,1,2,独,,宗教,,,,
1522,,5,スレイマン１世、ロードス島を占領。ヨハネ騎士団、クレタ島に逃れる。,1522,,アジア,1,,オスマン帝国:土,,,,,,
1522,,5,ポルトガル、モルッカ諸島テルナテの香辛料貿易独占権を得る。,1522,,欧米,2,,葡,,,,,,
1523,4月,5,寧波（明州）で日明両国の商人が衝突（寧波の乱）。,1523,,アジア,1,,中国:日本,,,,,,
1523,6月,5,スウェーデン、カルマル同盟から独立してヴァーサ王朝成立。,1523,,欧米,1,,北欧,,,,,,
1524,,5,トマス・ミュンツァーの指導するドイツ農民戦争が始まる。～２５,1524,,欧米,1,,独,,,,,,
1524,,5,洛中洛外図「歴博甲本」はこの頃に制作,1524,,日本,1,2,日本,主人公は細川稙国。細川高国が発注、土佐派の絵師が制作と考えられる,美術,,,,
1525,2月25日,5,パヴィアの戦いでフランソワ１世、カール５世のスペイン軍の捕虜となる。,1525,,欧米,2,,西,,,,,,
1525,,5,ポーランド王国を宗主国とするプロイセン公国が成立。,1525,,欧米,1,,波,,,,,,
1526,4月,5,パーニーパットの戦い。バーブルがロディー朝を破る。,1526,,アジア,2,,印,,,,,,
1526,,5,バーブル、デリーで即位してムガル帝国成立。,1526,,アジア,2,,印,,,,,,
1526,,5,カール５世、シュパイアー帝国議会（第１回）、ルター派を容認。,1526,,欧米,2,,神聖ローマ帝国:独,,,,,,
1526,8月,5,スレイマン１世、モハーチの戦いでハンガリー軍を破る。,1526,,アジア,1,,オスマン帝国:土,,,,,,
1527,5月,5,カール５世によるローマの劫略。,1527,,欧米,2,,神聖ローマ帝国:独,,,,,,
1527,,5,フィレンツェではメディチ家を追放。,1527,,欧米,2,,伊,,,,,,
1529,4月19日,5,カール５世、シュパイアー帝国議会（第２回）、ルター派を否認。,1529,,欧米,2,,神聖ローマ帝国:独,,,,,,
1529,4月22日,5,スペインとポルトガルのサラゴサ条約締結。,1529,,欧米,2,,西:葡,,,,,,
1529,9月27日,5,スレイマン１世のオスマン帝国軍がウィーンを包囲（第１回）。,1529,,アジア,1,,土:オスマン帝国,,,,,,
1530,,5,ヨハネ騎士団、マルタ島を与えられる。,1530,,欧米,2,,伊,,,,,,
1530,,5,フィレンツェ、神聖ローマ皇帝軍に敗れ、メディチ家復権。,1530,,欧米,2,,神聖ローマ帝国:独,,,,,,
1530,,5,この頃から日本での銀の生産が増加。,1530,,日本,1,,日本,,,,,,
1530,,20,コレージュ・ド・フランス設立。,1530,,欧米,1,,仏,,,,,,
1531,,5,ビルマ人、タウングー朝を建てる。,1531,,アジア,1,,ミャンマー,,,,,,
1533,11月15日,5,ピサロによるインカ帝国の滅亡。,1533,,欧米,1,,南米,,,,,,
1534,7月24日,5,カルティエ、カナダに上陸、フランス領と宣言。,1534,,欧米,2,,仏,,,,,,
1534,8月,5,イグナティウス・ロヨラら、イエズス会を結成。,1534,,欧米,1,,,,,,,,
1534,11,5,英ヘンリ８世、首長法（国王至上法）制定。国教会成立,1534,,欧米,2,,英,,,,,,
1535,,5,スレイマン１世、フランソワ１世にカピチュレーションを認める(年代疑問あり)。,1535,,欧米,2,,オスマン帝国,,,,,,
1535,7月6日,5,ヘンリ８世、トマス・モアを処刑。,1535,,欧米,2,,英,,,,,,
1536,,5,ヘンリ８世、ウェールズをイングランド王国に併合。,1536,,欧米,1,,英,,,,,,
1536,,5,カルヴァン、『キリスト教綱要』を発表。,1536,,欧米,1,2,,,宗教,,,,
1536,,5,インカの反乱起こる。,1536,,欧米,2,,南米,,,,,,
1538,9月,5,プレヴェザの海戦でオスマン海軍が勝利。,1538,,アジア,1,,土:オスマン帝国,,,,,,
1540,,5,ローマ教皇パウルス３世、イエズス会を公認。,1540,,欧米,1,,ローマ,,,,,,
1541,1月23日,5,イングランド王ヘンリ８世、アイルランド王を称す。,1541,,欧米,1,,英,,,,,,
1541,11月20日,5,カルヴァン、ジュネーヴで神権政治を行う。,1541,,欧米,2,,,,,,,,
1541,,5,ミケランジェロ、「最後の審判」を完成。,1541,,欧米,1,2,伊,,ルネサンス:美術,,,,
1542,,5,ラス・カサス、『インディアスの破壊についての簡潔な報告』をカルロス１世に提出。,1542,,欧米,2,,,,,,,,
1542,,5,コペルニクス死去。死後、地動説公表される。,1542,,欧米,1,2,,,,,,,
1543,8月25日,5,鉄砲伝来：ポルトガル人、種子島に漂着,1543,,日本,1,,日本,,,,,,
1545,12,5,ローマ教皇パウルス３世、トリエント公会議召集　～１５６３年まで。,1545,,欧米,1,,ローマ,,,,,,
1545,4月,5,南米ボリビアでポトシ銀山の採掘始まる。,1545,,欧米,2,,南米,,,,,,
1546,6月6日,5,ドイツでシュマルカルデン戦争始まる。～47年,1546,,欧米,1,,独,,,,,,
1547,,5,モスクワ大公国のイヴァン４世（雷帝）が初めて公式にツァーリを称す。,1547,,欧米,1,,露,,,,,,
1549,7月3日,5,フランシスコ・ザビエル、キリスト教の布教開始,1549,,日本,1,,日本,,宗教,,,,
1550,8月,5,モンゴルのアルタン＝ハン、北京を包囲。　→　北虜南倭。,1550,,アジア,1,,モンゴル:中国,,,,,,
1553,,5,王直による「嘉靖の大倭寇」。　→　後期倭寇,1553,,アジア,1,,中国,,,,,,
1555,9月25日,5,アウクスブルクの和議でルター派の信仰が認めらた。,1555,,欧米,1,,,,,,,,
1556,1月,5,神聖ローマ皇帝カール５世（スペイン王カルロス１世）退位（引退は前年）。,1556,,欧米,2,,神聖ローマ帝国:独:西,,,,,,
1556,,5,ハプスブルク帝国がオーストリアとスペインに分割される。,1556,,欧米,1,,西,,,,,,
1557,,5,スペインのフェリペ２世、破産宣言。,1557,,欧米,2,,西,,,,,,
1557,,5,ポルトガル人、マカオ居留を認められる。,1557,,欧米,1,,葡,,,,,,
1558,11月17日,5,イギリス、エリザベス１世即位。,1558,,欧米,1,,英,,,,,,
1559,4月26日,5,英、首長法（国王至上法）再制定し統一法も制定。,1559,,欧米,2,,英,,,,,,
1559,4月2日,5,カトー・カンブレジ条約によりイタリア戦争終結。,1559,,欧米,1,,伊,,,,,,
1560,12月4日,5,仏、カトリーヌ・ド・メディシス、摂政となる。,1560,,欧米,1,,仏,,,,,,
1560,,5,桶狭間の戦い：織田信長ー今川義元,1560,,日本,1,,日本,,,,,,
1561,,5,フェリペ２世、都をマドリードに定める。,1561,,欧米,1,,西,,,,,,
1561,,5,川中島の戦い（武田信玄－上杉謙信）,1561,,日本,1,,日本,,,,,,
1562,3月1日,10,フランスでユグノー戦争始まる。～1598年,1562,,欧米,1,,仏,,,,,,
1564,11,5,スペイン、レガスピを派遣してフィリピンの領有を宣言。,1564,,欧米,1,,西,,,,,,
1564,,5,この年、アクバル、非ムスリムへの人頭税（ジズヤ）を廃止。,1564,,欧米,2,,,,,,,,
1565,,5,洛中洛外図「上杉本」（国宝）が完成。狩野永徳の作品？,1565,,日本,1,2,日本,1561年頃の風景。信長から上杉謙信に送られた。,美術,,,,
1567,,5,明で張居正の改革。海禁を停止する。,1567,,アジア,1,,中国,,,,,,
1568,,5,ネーデルラント独立戦争始まる。,1568,,欧米,1,,蘭,,,,,,
1569,,5,ポーランド王国・リトアニアを正式に併合。「ルブリンの合同」,1569,,欧米,1,,波,,,,,,
1570,,5,姉川の戦い（信長ー浅井、朝倉を破る）,1570,,日本,1,,日本,,,,,,
1571,5月19日,5,スペイン、マニラ市を建設。,1571,,欧米,2,,西,,,,,,
1571,10,5,レパントの海戦でオスマン海軍敗北。,1571,,アジア,1,,土:オスマン帝国,,,,,,
1572,,5,ポーランドのヤゲウォ朝が断絶、シュラフタによる選挙王制となる。,1572,,欧米,1,,波,,,,,,
1572,8月23日,5,サンバルテルミの虐殺。,1572,,欧米,2,,,,,,,,
1573,,1,安土桃山時代,1603,,日本,1,,日本,,,,,,
1573,,5,信長、将軍義明を追放（室町幕府滅亡）,1603,,日本,1,,日本,,,,,,
1575,7月,5,朝鮮王朝で党争が始まる。,1575,,アジア,1,,韓国,,,,,,
1578,,5,李時珍が『本草綱目』を完成させる。,1578,,アジア,1,2,中国,,,,,,
1579,1月23日,5,ユトレヒト同盟が成立。,1579,,欧米,1,,蘭:西,,,,,,
1580,,5,この頃、明で一条鞭法が広がる。,1580,,アジア,1,,中国,,,,,,
1580,1月,5,スペインのポルトガル併合。,1580,,欧米,1,,西:葡,,,,,,
1581,7月26日,5,ネーデルラント連邦共和国、独立を宣言。,1581,,欧米,1,,蘭,,,,,,
1581,11,5,モスクワ大公国のイヴァン４世（雷帝）、皇太子を撲殺。,1581,,欧米,2,,露,,,,,,
1581,,5,イェルマーク、シベリア遠征を開始。,1581,,欧米,1,,露,,,,,,
1582,10,5,ローマ教皇グレゴリウス１３世、グレゴリウス暦を定める。,1582,,欧米,1,,ローマ,,,,,,
1582,,5,狩野永徳：唐獅子図屏風　,1584,,日本,1,2,日本,,美術,,,,
1582,6月2日,20,本能寺の変。織田信長死す。,1582,,日本,1,,日本,,,,,,
1584,,5,スペイン、平戸に商館を設ける。,1584,,日本,1,,日本,,,,,,
1585,,20,天正遣欧使節、ローマ教皇に謁見。,1585,,日本,1,,日本,,,,,,
1587,2月8日,5,エリザベス１世、メアリ・ステュアートを処刑。,1587,,欧米,1,,英,,,,,,
1587,6月15日,5,豊臣秀吉、バテレン追放令を出す。,1587,,日本,1,,日本,,,,,,
1588,7月,5,アルマダの海戦：スペインの無敵艦隊、イギリス海軍に敗れる。,1588,,欧米,1,,英:西,,,,,,
1589,8月1日,10,アンリ４世が即位してブルボン朝始まる,1589,,欧米,1,,仏,（パリには入れず）。,,,,,
1589,,5,モスクワの大主教が総主教として独立承認される。,1589,,欧米,2,,露,,,,,,
1592,4月,20,文禄の役：秀吉の朝鮮出兵,1592,,日本,1,,日本,朝鮮では壬辰の倭乱という,,,,,
1593,,5,長谷川等伯 「松林図屏風」 (1593-95頃の制作）,1593,,日本,1,2,日本,,美術,,,,
1593,7月25日,5,アンリ４世、カトリックに改宗。,1593,,欧米,1,,仏,,,,,,
1594,3月22日,5,アンリ４世、パリ入城。,1594,,欧米,1,,仏,,,,,,
1596,,5,オランダの商船、初めてジャワ島のバンテンに来る。,1596,,欧米,1,,蘭,,,,,,
1597,,5,サファヴィー朝のアッバース１世、イスファハーンに遷都。,1597,,アジア,1,,中東,,,,,,
1597,1月,10,慶長の役：秀吉の朝鮮再出兵,1597,,日本,1,,日本,朝鮮では丁酉の倭乱,,,,,
1598,4月13日,5,アンリ４世、ナントの王令を発する。ユグノー戦争終結。,1598,,欧米,1,,仏,,,,,,
1598,1月7日,5,モスクワ大公国、ボリス・ゴドゥノフをツァーリに選出。,1598,,欧米,1,,露,,,,,,
1598,,5,秀吉没,1598,,日本,1,,日本,朝鮮では丁酉の倭乱,,,,,
1600,12月30日,5,イギリス東インド会社の設立。,1600,,欧米,1,,英,,,,,,
1600,2月,5,ジョルダーノ・ブルーノ、地動説を説いて有罪とされ刑死。,1600,,欧米,2,2,,,,,,,
1600,9月15日,10,関ヶ原の戦い。徳川家康（東軍）の勝利。,1600,,日本,1,,日本,,,,,,
1601,,5,バロック美術：1600年代〜1700年代初頭,1601,,欧米,1,2,,,バロック美術,,,,
1602,,5,マテオ＝リッチ、『坤輿万国全図』を作製。,1602,,アジア,1,2,中国,,,,,,
1602,,5,3/20 オランダ東インド会社を設立。,1602,,欧米,1,,蘭,,,,,,
1602,,5,バロック音楽（1600-1750）,1602,,欧米,1,2,,,バロック音楽,,,,
1603,,1,ステュアート朝（1603-1649 ,1649,,欧米,1,,英,,,,,,
1603,,1,江戸時代,1868,,日本,1,,日本,,,,,,
1603,3月24日,3,家康,1605,6月2日,日本,1,,日本,（慶長8（1603）2．12　ー慶長10（1605）4．16）,,,,,
1603,,10,ジェイムス1世即位。スコットランドとイングランド王国が同君連合となる。,1603,,欧米,1,,英,,,,,,
1603,,20,徳川家康が将軍職に任じられた。江戸幕府を開く。,1603,,日本,1,,日本,1603年3月24日（慶長8年2月12日）,,,,,
1605,6月2日,3,秀忠,1623,8月23日,日本,1,,日本,慶長10年（1605年）4月16日 - 元和9年（1623年）7月27日,,,,,
1607,,5,マテオ＝リッチ、徐光啓と協力して『幾何原本』を漢訳し発刊。,1607,,アジア,1,2,中国,,,,,,
1607,,5,5/17 ヴァージニア植民地の建設。,1607,,欧米,1,,英:米,,,,,,
1607,,5,レンブラント・ハルメンソーン・ファン・レイン：1606年7月15日 - 1669年10月4日,1607,,欧米,1,2,,,バロック美術,,,,
